"","LMiller_00458.Swab","LMiller_00459.Swab","LMiller_00461.Swab","LMiller_00462.Swab","LMiller_00466.Swab","LMiller_00467.Swab","LMiller_00468.Swab","LMiller_00469.Swab","LMiller_00473.Swab","LMiller_00476.Swab","LMiller_00477.Swab","LMiller_00481.Swab"
"8df2b2e6c1cb64bd18b81d5bae7f0898",0,0,0,0,0,0,0,0,0,0,0,0
"dac91e8bb4941252d8a158fef91c04dd",0,0,0,0,0,0,0,0,0,0,30,0
"6ef289e78d35a0091f18292b3d49d471",39,0,25,42,75,0,16,428,36,0,0,58
"1ec3448328311caec18abb5e28c5cccf",0,0,0,0,0,19,0,0,0,0,0,0
"e1d4f1eb76345f33375935a9f39dbde1",0,0,0,0,0,0,356,68,48,49,39,0
"b9036f07db75f286b5805c03c1ac4320",0,1129,0,0,27,0,0,0,0,0,0,0
"a713e827c5a2626f7505099dc81a21b9",0,0,0,203,1359,0,608,0,0,0,0,98
"4f5efd25dacb5d639316e7291ff6ff8b",0,0,0,0,0,0,0,0,0,0,0,0
"53f6674af6b3540c68d03f52f706afc3",293,0,0,0,0,0,0,0,0,0,0,0
"f1860fe716257bd5fd5c4c6a16cf3b95",86,0,0,252,1325,2580,289,130,460,173,2402,96
"450eece0641870cd6ca54c9e5f0208e9",0,0,0,0,0,31,0,0,0,0,0,0
"f1dba3ac75a97b30c9f63c29e7e64cc5",6,0,0,0,0,0,23,0,0,0,0,0
"5737e058385a6a34a3bcfdec9f73df47",0,0,0,0,60,0,0,3,0,0,0,0
"bac3c0867719c02b3aba4b8343759c33",0,0,0,0,0,0,0,0,0,0,0,0
"74792adac452eb3544cdc17064d6bbee",0,0,0,0,0,0,0,0,0,0,0,0
"12392e67db62c8e9a290f91ff957b2d2",0,0,0,0,0,0,0,0,0,0,0,0
"1a883863725eead9924f1c1ae4f7f3da",0,0,0,47,39,0,22,0,5,33,15,23
"cb28c53c2cc535734f0575251909154c",0,0,0,0,0,0,0,0,0,0,0,0
"4b961b84716ac167392b11929d702643",0,0,0,0,0,0,0,0,0,0,0,0
"57c2dccb6adba677d7c6bfe138d887fd",0,0,0,0,0,0,0,0,0,0,0,0
"bcba47620c299fd34809f143e3d26dff",0,0,0,0,0,0,0,0,0,0,0,0
"b5c8ed4496d79b916859402cdf11f0a7",0,0,0,0,0,0,0,0,0,0,0,0
"9ac3bb1d7dedb08a012692a6f536b5af",0,0,0,0,0,0,0,0,0,0,0,0
"79d4aa809f431563e812c9b2bc8cdc82",0,0,0,0,0,0,0,0,0,0,0,0
"6df622888bb6fd97a26850973d17ca34",0,0,0,0,0,0,0,0,0,0,0,0
"fd9d6b3b6e91b427f130a704a3919d2e",0,0,0,0,0,0,0,0,0,0,0,0
"645ff217bde3ad38899f4ef8c4d9acad",0,0,0,0,0,0,0,0,0,0,0,0
"b3291a2a85ebf15ba10983ef1ee0223a",0,0,0,0,0,0,0,0,0,0,0,0
"cbe9e5f34c7b6768d85759c1248cfddd",0,0,0,0,0,0,0,0,0,0,0,0
"fc6622c636a5210293fb2873fc4761d9",0,0,0,0,0,0,0,0,0,0,0,0
"b2bac62667dd5b7b46224f0fdf1b2265",0,0,0,0,0,0,0,0,0,0,0,0
"7ad886bb493ed298c1778ec6a0597c5c",0,0,0,0,0,0,0,0,0,0,0,0
"a537d8bab85c83b0e74c73c55790324b",0,0,0,0,0,0,0,0,0,0,0,0
"8b9e18c3af0357ee00702396af81803b",0,0,0,0,0,0,0,0,0,0,0,0
"fca290ee2c3fa91836b16a633cf02585",0,0,0,0,0,0,0,0,0,0,0,0
"6326363cc12189a386d6c9e5c711038d",0,0,0,0,0,0,0,0,0,0,0,0
"ab6b7b90747341ce39f82d0a22a1d37d",0,0,0,0,0,0,0,0,0,0,0,0
"c4f7f7d843eca4862537b5052067f2bb",0,0,0,0,0,0,0,0,0,0,0,0
"3d3f89fadf28973358458a50d436e91e",0,0,0,0,0,0,0,0,0,0,0,0
"ebdf0e5fb071c5c630db42b089a088b7",0,0,0,0,0,0,0,0,0,0,0,0
"74c80747312f035e999fed9e4eb935a1",0,0,0,0,0,0,0,0,0,0,0,0
"fc365e75b4a6ab38eecb084ef709c308",0,0,0,0,0,0,0,0,0,0,0,0
"45285d514ae9b6a9bfc5d09b7863f6f8",0,0,0,0,0,0,0,0,0,0,0,0
"7b28c20e72c6c95b3e604f0849245770",0,0,7,0,0,0,0,0,0,0,0,0
"9a10a4240bbd0fb6b267de1cbc401651",0,0,0,0,0,0,0,0,0,0,0,0
"3a73e4ba6c1efc15eceed959e5dfcd09",0,0,0,0,0,0,0,0,0,0,0,0
"7054b6ac948c1d9d17cfffc3ffafdc6a",0,0,0,0,0,0,0,0,0,0,0,0
"a4eac9fcad4c5f9555c01a06d10b6fc6",0,0,0,0,0,0,2,0,0,0,0,0
"b39c18497ac6662fe9314617a0618b1c",0,0,0,0,0,0,0,0,0,0,0,0
"e4fcc34b87d3eece6bf92cde47b63d84",0,0,0,0,0,0,0,0,0,0,0,0
"11ea0be31796e3697c0a200809d226c9",0,0,0,0,0,0,0,0,0,0,0,0
"0669483488e6bc7cc96908ebdfe1f160",0,0,0,0,0,0,9,0,0,0,0,0
"e93b313352019b8113e7fc66bf757917",0,0,0,0,0,12,0,0,0,0,0,0
"08ea1d1191e634047bd4f5d67c3e8b03",0,0,0,0,8,0,0,0,0,0,0,0
"40aec1a954f00728a41adf465bfd8ae1",0,0,0,0,0,0,0,0,0,0,0,0
"98bcf713cdab713b589f72f2ebcef570",0,0,0,0,0,0,0,0,0,0,0,0
"e994ae5567f24a896b477a67916f82a7",0,0,0,0,0,0,0,0,0,0,0,0
"e335f74033bc634af43ee6baa84fa247",0,0,0,0,0,0,0,0,0,0,0,0
"cc977711b62615f81f353a181ad959e1",0,0,0,0,0,0,0,0,0,0,0,0
"b25a309208292a220a84e34a9c8e9f70",0,0,0,0,0,0,0,0,0,0,6,0
"5e6462a5cd16be9501cf2b4effe78a3d",0,0,0,0,0,0,0,0,0,0,0,0
"7fb08fa9b7b2eef6a3db57d0de769227",0,0,0,0,0,0,0,0,0,0,0,0
"0e4f01e8305f56d0abbe06fd075f657b",0,0,0,0,0,0,0,0,0,0,0,3
"bc8f4b20da6a7efbc4cb6ede37704096",5,0,9,7,43,89,82,4,0,0,20,0
"742523a3a3ffee1ce7b6b8c568053736",0,0,0,0,0,0,0,0,3,0,0,0
"2c73db9e85fe1ace4b0ed52547c25f7d",0,0,0,0,0,0,0,0,0,0,0,0
"9580aa8a52ec18a4e92e701cdb595faa",0,0,0,0,0,0,0,0,0,0,0,0
"bde6c86785d8adde4cd2c63c92fad3b1",0,0,0,0,0,0,0,0,0,0,0,0
"03dc314a20a7b2ee0d90d01ffd242275",0,0,0,0,0,0,0,0,0,0,0,0
"3eb129ba3c12a44620647798dde41194",0,0,0,0,0,11,0,0,0,0,0,0
"f22ee0a5903daca754fb643cd345024e",518,0,0,53,78,0,9,115,27,15,119,30
"aefdd711d0f4fb8b0853c92d4aebcddd",0,0,0,0,0,0,0,0,0,0,0,0
"0717bc0df2712284d767eb9b61bcba12",0,0,0,0,0,0,0,0,0,0,0,0
"b4d8163d0c946cd46dbd0503a132828b",0,0,0,0,0,0,0,0,0,0,0,0
"0d7495cda74fc025bac3da9a05aa1160",0,0,0,0,0,0,0,0,0,0,0,0
"4a20a5244ec9c4dfa60b32a5cb53f0e9",0,0,0,0,0,0,0,0,0,0,0,0
"28bc0918b96a35946dbce4765671f220",0,0,0,0,0,0,0,0,0,0,0,0
"59777186ad2e0947e97615b5d6225136",0,0,0,0,0,0,0,0,0,0,0,0
"f5f5e0da89730462abaf6301a9557193",0,0,0,0,0,0,0,0,0,0,0,0
"3f3053fe60809d04ee141e8ad986eea1",0,0,0,0,0,0,0,0,0,0,0,0
"f0e507b4232d78baef7da47adb64cd0f",0,0,0,0,0,0,0,0,0,0,0,0
"14fcc0fe267b554476817be95f34c8fc",0,0,0,0,0,0,0,0,0,0,0,0
"3e1088a9b0a946fd0ce8e3621fb33e85",0,0,0,0,0,0,0,0,0,0,0,0
"68d79c3035521e82b504b081a197d2ed",0,0,0,0,0,0,0,0,0,0,0,0
"aae4c4ed528ae16ec417df816699cfdb",0,0,0,0,0,0,0,0,0,0,0,0
"65564efafb80060ef155c05105b8ed0b",0,0,0,0,0,0,0,0,0,0,0,0
"2e4f2b53b856c4def6d021d01f5abb70",0,0,0,0,0,0,0,0,0,0,0,0
"d71feb1923fa288790187009e8efa6d3",0,0,0,0,0,0,0,0,0,0,0,0
"00a96fbd0ac34bfd245f9c24f8737f7d",0,0,0,0,0,0,0,0,0,0,0,0
"9977686c30343be88979f8874db4f5ee",0,0,0,0,0,0,0,0,0,0,0,0
"c6c3ab4e828fb40d6e05967b7aac9338",0,0,0,0,0,0,0,0,0,0,0,0
"f73bc660ad02cf25a2e30bead37e34fd",0,0,0,0,0,0,0,0,0,0,0,0
"db7f42d2a4ded289e177bb4c00edff61",0,0,0,0,0,0,0,0,0,0,0,0
"2df371c65a7a3622b70415bd07c4081f",0,0,0,0,0,0,0,0,0,0,0,0
"46251d23749949f510561ffb46810e72",0,0,0,0,0,0,0,0,0,0,0,0
"8b53c1e7c9d8c5c7f2478c690c456448",0,0,0,0,0,0,0,0,0,0,0,0
"c05a9b572f318b0d5bed54862e21f4b5",0,0,0,0,0,0,7,0,0,0,0,0
"a97ff4c1f17e5aeb43ae254f3eeaadc5",0,0,0,0,14,0,0,0,0,0,0,0
"111451892edcf1bab8a7eef279a48829",0,0,0,0,0,0,19,0,0,0,0,0
"d4c3fc22b3695b304dba9cb14e40871c",0,0,0,0,0,4,0,0,0,0,0,0
"5715f067a454fd140c037672cdd136d4",0,0,0,0,0,0,0,0,0,0,0,0
"0facdd17bfc08b45b9e17f53466cf6d5",20,0,0,0,102,0,0,21,0,0,0,20
"61eb84d2c1b237d12e5820d0e8491d16",0,0,0,0,0,231,92,0,30,0,88,0
"893ab04b63ad54ae6f437b9eb337b34a",0,0,0,0,0,0,0,0,0,0,0,0
"bd5ef8f372e09bcf6ec35825be4f053c",0,0,0,0,0,0,0,0,0,0,0,0
"34c655d69d8d97a4cb465b7ca9b6e4f4",0,0,0,0,0,0,0,0,0,0,0,0
"8ddf72eaff96bbb6afd9af5190d41beb",0,3,0,0,0,0,0,0,0,0,0,0
"6794caffaf6122c413a2996c8c76f92d",0,0,0,0,0,0,0,0,0,0,0,0
"1130a5c382e6a46fb3da317221512084",0,0,0,0,0,0,0,0,0,0,0,0
"df63dbbefa3fb2d76c7807e5600fa3a9",0,0,0,0,0,0,0,0,0,0,0,0
"6b81b752be929fe8116057f314c04ebb",0,0,0,0,0,0,0,0,0,0,0,0
"1a2ccf46173284f8faddf904d183a8f0",0,0,0,0,0,0,0,0,0,0,0,0
"c252f2a8b75b40252a6c7b0f3738407b",0,0,0,0,0,0,0,0,0,0,0,0
"427549812f9051f8f372ff62ea807e78",0,0,0,0,0,0,0,0,0,0,0,0
"43de2d22c3f82423071816f91be76df7",0,0,0,0,0,0,0,0,0,0,0,0
"a9b24370bdb02a8ee91855de7b8b2813",0,0,0,0,0,0,0,0,0,0,0,0
"68b2f49cdf7c259310aad8a3d5a88521",0,0,0,0,0,0,0,0,0,0,0,0
"9463140c5447404906615edb03bca4c8",0,0,0,0,0,0,0,0,0,0,0,0
"d83f60183d81253a505beaeef3cd168f",0,0,0,0,0,0,0,0,0,0,0,0
"0987e0bb2312b68231749472c20fc3e8",0,0,0,0,0,0,0,0,0,0,0,0
"1902045fa7900495d421b8a8f308eb85",0,0,0,0,0,0,0,0,0,0,0,0
"c6a2f591dadc98f64cee63b02fdbd7a6",0,0,0,0,0,0,0,0,0,0,0,0
"2721fd42d5373667f111c60faaf21eac",0,0,0,0,0,0,0,0,0,0,0,0
"24cc3e5ed7ac688aa9ba397a1c975eef",0,0,0,0,0,0,0,0,0,0,0,0
"4f2e0db8ab996cf7529fe9d41f8cce7a",0,0,0,0,0,0,0,0,0,0,0,0
"820f6693f569e339f183638cd73a7fe6",0,0,0,0,0,0,0,0,0,0,0,0
"77a920bd965da12d31f93c1adf2c5ea1",0,0,9,0,46,11,37,0,0,0,0,0
"455219eeb206cd432bf64f51159e0b4c",0,4,0,0,7,13,13,0,0,0,0,0
"aa9b3a1418d146c262ec63305292065a",0,0,0,0,0,0,0,0,0,0,0,0
"7d78ed99b08bd1723065fdd795d17e9c",0,0,0,0,0,0,0,0,0,0,0,0
"497a26126c9e726c768bdec79e8c4e9b",0,0,0,0,0,0,0,0,0,0,0,0
"3cd9ce63f826137d18ca1a11155a21ad",0,0,0,0,0,0,0,0,0,0,0,0
"77385b25f24d23e87b64319c3bdc63ce",0,0,0,0,0,0,0,0,0,0,0,0
"d8cd6708752160e97ea91073d838a7a3",0,0,0,0,0,0,0,0,0,0,0,0
"113e6b62ab32f8b56572e4c4b9ab7a51",0,0,0,0,0,0,0,0,0,0,0,0
"d39a41028decdb96137579f346520e9d",0,0,0,0,0,0,0,0,0,0,0,0
"128e171e4b500bd005076b40f2baf55e",0,0,0,0,0,0,0,0,0,0,0,0
"df8456a1abbfb4c8a2c450b44378d4cb",0,0,0,0,0,0,0,0,0,0,0,0
"75a3e20e916ee5ec7dceae34a1bc0209",0,7,13,0,0,0,0,0,0,0,0,0
"0ed3a6836e138f14044f6950ad7280d2",0,0,0,0,0,15,0,0,4,0,4,0
"971e23d78c4b1b44672665973cff6327",0,0,0,0,0,0,0,0,0,0,0,0
"86a086d2aedaf97453458f07c10e29ad",0,0,0,0,0,0,0,0,0,0,0,0
"40f08ff751166fd3cede946315c73f76",0,0,0,0,0,0,0,0,0,0,0,0
"97f9ce45bbf00eb0dc0db5b7e11e6aab",0,0,0,0,0,0,0,0,0,0,0,0
"840d392f141c9aacf0a0728d9a8001be",0,0,0,0,6,0,0,0,0,0,0,0
"c7c3a99e738a8eb43e029959f2a9def9",0,0,0,0,0,0,0,0,0,0,22,0
"cb69064af2354add642bb1a01ed3cab4",0,0,0,0,0,12,5,0,0,0,0,24
"3756682a80bcc83817cb1b5c5366d144",0,0,0,0,0,0,0,0,0,0,0,38
"dcb780205dff9735d08f1a23c93470cf",0,0,0,0,0,0,0,0,0,0,0,0
"94a302cc7a648f23c27353f085b24e06",0,0,0,0,0,0,0,0,0,0,0,0
"4389ca84941288b4c15ae6c6b8cb5313",0,0,0,0,0,0,0,0,0,0,0,0
"843c1e156a6272162022b488a158df60",0,0,0,0,0,0,0,0,0,0,0,0
"8e9f26df4f3f78c0492321dc7c6216ec",0,0,0,0,0,0,0,0,0,0,0,0
"531712f52227b63c1021521ebd29c475",0,0,0,0,0,0,0,0,0,0,0,0
"ea358b1ebdd7b754b4537189f97c220a",120,17,779,0,0,74,0,233,75,35,294,815
"b022b5312f30be684bdd2cc66030dea5",608,0,248,986,327,0,704,90,247,0,787,0
"76a2a89fb35336e7b117fc44ff915092",1251,1432,768,47,262,2149,0,606,842,2352,886,0
"cd9401a6bce4a63af516d06d2a843f9d",1813,654,306,415,529,800,1227,545,384,2099,2236,1310
"68aed095c691f3c043b9f6fc89890a2d",0,0,0,2,0,0,0,0,0,0,0,0
"9688f626baffe31c883bafae597fbdae",0,0,0,0,0,0,0,0,0,0,0,0
"be22632d5e3f6175707a3213d7a90ad2",0,0,0,0,0,0,0,0,0,0,0,0
"dbc4e481aa19da376e92bbe4d8ff42d3",0,0,0,0,0,0,0,0,0,0,0,0
"37fd93193e4e5ef521ca38dadafa3a5a",0,0,0,0,0,0,0,0,0,73,0,0
"eae880eaa9c99650e399d9b4eb5dd3b0",0,0,0,0,0,0,0,0,0,0,0,0
"0f08a8ba9e95c5cfed91d475028e2855",0,0,0,0,0,0,0,0,0,0,0,86
"a6797af6081420fae8c781cfde495897",0,0,0,0,0,0,0,65,0,0,0,0
"923f521b9cf313f1f95c9367e09bbc1c",0,0,0,0,0,0,0,0,0,0,0,0
"e793490ff3ebd72c4457a0e1f427eb5c",0,0,0,0,0,0,0,0,0,0,0,0
"e4916954a7b156cbb911bb3c0af10d53",0,0,0,0,0,0,0,0,0,0,0,0
"b6254c4d9f9e5f89f3060f6805754c17",0,0,0,0,0,0,0,0,0,0,0,0
"a0871318729fc2d9f6ae1be8b45fa952",0,0,0,0,0,0,0,0,0,0,0,0
"ee864e547658d4889c993de87b1a349a",0,0,0,0,0,0,0,0,0,0,0,0
"aafb6ca6537c21f170ece1de474769ab",0,0,0,0,0,0,0,0,0,0,0,0
"65d43491988bfe557da4d86a5ba25dae",0,0,0,0,0,0,0,0,0,0,0,0
"8339a12705dd373194b95ba731c47af8",0,0,0,0,0,0,0,0,0,0,0,0
"f849febf52b4ae538554b6e65d7fc47c",0,0,0,0,0,0,0,0,0,0,0,0
"126e0259d6df65a50a9d14149a30f477",0,0,0,0,0,0,0,0,0,0,0,0
"9e1b1776cd5973bca311645149a85b87",0,0,0,0,0,0,0,0,0,0,0,0
"5b30ecd29701a77b385770d15cab1704",64,718,0,0,0,32,0,0,0,0,176,0
"c52d6c2088db628632b7a14c0e5d752d",0,0,0,0,0,0,0,0,0,0,0,0
"d23346fdcf9ebe8e57dbd511acaee05d",149,0,0,0,0,0,0,0,0,0,0,0
"26633175b4d2a2f5feb6ebb9b87321f3",0,0,0,0,0,0,0,0,0,0,0,0
"85c44c83eddc5d3028261a1000b7d0e1",1146,448,1105,502,380,174,782,1008,1719,415,476,804
"b03d2e5ac94c7a0d115e5c542e9315e8",0,0,0,0,0,0,0,0,0,0,0,0
"50fd1c9614c2cdbad76a0cee521fb46b",0,0,0,0,0,0,0,0,0,0,0,0
"65641452be75528754b5ae258ba661c1",0,0,0,0,0,0,0,0,0,0,0,0
"29fbc7e5021229480248fa7466a499a2",47,376,35,19,26,170,47,168,278,101,101,49
"05bd1d289c2bccf4501b2f90976e531b",0,0,0,0,0,0,0,0,0,0,0,0
"8e53132374397c334ee9f914a57b3edd",0,0,0,0,0,0,0,0,0,0,0,0
"95fdd816723ca482a5caba10bea171c8",0,0,0,0,0,0,0,0,0,0,0,0
"45d4fe3f6c01f77c2dfc11dd91d3359a",0,0,0,0,0,0,0,0,0,0,0,0
"d6a526b572996ed919a3e009473bc860",0,0,0,0,0,0,0,0,0,0,0,0
"5d1665b0e47078aaf2b5fe621d09976d",0,0,0,0,0,0,0,0,0,0,0,0
"0df6c802966e8670279671824da4f10a",0,0,0,0,0,0,0,0,0,0,0,0
"2bd9309f2f97cae51d18d06ea1ca519a",0,0,0,0,0,70,0,0,0,0,0,0
"9908fffab7ed4f3bec44cda2f5084d49",0,0,0,0,0,0,0,0,0,0,0,0
"9e75d15ba3717ca20d8aa45e3c4a6bab",0,0,0,0,0,0,0,0,0,0,0,0
"06f825b512d903b9230e1a55d87359ee",266,697,251,58,221,1023,170,138,1022,1480,375,150
"55b7b7586b6252b87981f170d6ac11c5",206,0,298,35,0,0,110,415,958,221,211,1430
"b4fd80c189d9f173e66fcea1caf8111e",1268,1096,5849,1507,435,312,1833,788,1049,504,279,4754
"b2001ab4daf61a63d9d2f980bdf2c3dd",0,0,0,0,0,0,0,0,0,0,0,0
"108bd50f45057fda4dd3f24f9fae46fa",0,0,0,0,0,0,0,0,0,0,0,0
"2cc07609ab15894baed9fe4c508dd12d",0,0,0,0,0,0,5,0,0,0,0,0
"197157305cb21721cdc0e4aadc9460e2",0,0,0,0,0,0,0,0,0,0,0,0
"aa231e014d821dc7845da2972df0a230",0,0,0,0,0,0,0,0,0,0,0,0
"41c50945f46692bc4a1552bfcb20f397",374,286,2405,453,2433,259,277,645,99,1368,336,6227
"94b8f960aa3adb2f6f23adf0c26e6058",76,0,0,0,129,0,418,145,0,0,58,0
"5179a2d863129db0480a654447b8b62b",0,0,523,0,0,0,0,0,0,0,0,0
"edc9e5c16e40aff1eadce6597940f08f",0,0,0,0,0,0,0,0,0,0,0,0
"492d3ad15aeb63c93e1c94ed7853f5af",0,0,0,0,0,0,0,0,0,0,0,0
"a966196c8aff0e8664f261016da82614",0,0,0,0,0,19,0,0,0,0,34,108
"027cc4e57f832f6792df8fc21ffd9bbb",0,0,0,0,0,0,0,0,0,19,0,0
"4ba7a78de011ba7897f307038d1e1bab",0,0,0,0,57,0,86,0,0,0,0,0
"1b51357852b0b814b4d9918c6f0ab762",0,676,0,0,0,0,79,209,156,0,0,0
"39414efe8e809129734b7c33d06c42b7",101,2075,263,40,314,397,283,282,111,205,88,218
"9fec7bdd6bd88e710bd69b15692e54a0",0,0,0,0,0,0,0,0,0,0,0,0
"860d345a8b6afb765a0e588654f08c1d",93,424,0,171,20,0,0,228,0,237,0,0
"e7cfd084265c4df4856ca07b1c9b24ee",0,0,0,0,0,0,0,0,0,0,0,17
"d58e3747278152d2506e3587184efd10",0,0,0,0,0,0,0,0,0,0,0,0
"d114fb4c335125128be28401522dd41a",0,0,0,0,0,0,0,0,0,0,0,0
